OrderNumber,OrderDate,ItemID,Seller,ItemName,ItemPrice,Currency,Quantity,OrderTotal,OrderNotes,TrackingNumber,Image,View Order Detail
02-13213-75927,"Jun 14, 2025",236149918573,ticktock1-2-3,Lot of 7 SanDisk X600 256GB SSD M.2 2280 SD9SN8W-256G-1012 SATA SSD,69.9,USD,1,US $69.90,,,https://i.ebayimg.com/images/g/PyYAAOSwychoTMKz/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=236149918573&txnId=10072933256202&txnDate=2025-06-14T22:53:16Z
12-13190-26403,"Jun 11, 2025",187313569965,surplusspectra,Lot of 8 Mixed Brand 960GB 2.5 in SATA Solid State Drive SSD,297.5,USD,1,US $297.50,,,https://i.ebayimg.com/images/g/CSEAAOSwvUdoRxbm/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187313569965&txnId=10073178109112&txnDate=2025-06-12T04:28:43Z
15-13185-22210,"Jun 11, 2025",336005242064,fife_wa_electronics,"Dell Inspiron 3670 MT Intel i7-8700, 16GB RAM, 256GB NVMe, Win11, GT 1030 #95",128.74,USD,1,US $128.74,,,https://i.ebayimg.com/images/g/QRoAAOSwzcNoRy4P/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=336005242064&txnId=10073128404115&txnDate=2025-06-11T22:10:46Z
01-13195-34149,"Jun 09, 2025",187313589869,surplusspectra,Lot of 7 Mixed Brand 400GB 2.5in SATA Solid State Drive SSD,110.5,USD,1,US $110.50,,,https://i.ebayimg.com/images/g/qLcAAOSwbpJoRxis/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187313589869&txnId=10072621340501&txnDate=2025-06-09T21:21:30Z
26-13162-42599,"Jun 09, 2025",187313569965,surplusspectra,Lot of 8 Mixed Brand 960GB 2.5 in SATA Solid State Drive SSD,297.5,USD,1,US $459.00,,,https://i.ebayimg.com/images/g/CSEAAOSwvUdoRxbm/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187313569965&txnId=10072377265626&txnDate=2025-06-09T21:19:57Z
26-13162-42599,"Jun 09, 2025",187313625448,surplusspectra,Lot of 9 Mixed Brand 500GB 2.5 in SATA Solid State Drive SSD,161.5,USD,1,US $459.00,,,https://i.ebayimg.com/images/g/UZ0AAOSwrUJoRxwO/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187313625448&txnId=10072377265726&txnDate=2025-06-09T21:19:57Z
14-13176-12165,"Jun 09, 2025",267274312425,merresale,Dell Precision 3630 Tower i7-8700@3.20GHz 16GB RAM No HDD No OS NVIDIA CB784,194.63,USD,1,US $194.63,,,https://i.ebayimg.com/images/g/-bgAAOSwi9toPc7-/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=267274312425&txnId=10073059743414&txnDate=2025-06-09T14:23:35Z
14-13175-91060,"Jun 09, 2025",276903499536,techgroup2000,"LOT OF 2x 2RGGR DELL SAMSUNG 480GB 6G SATA 2.5"" SFF SSD SOLID STATE MZ7KM480HMHQ",280.0,USD,7,US $280.00,,,https://i.ebayimg.com/images/g/h-sAAOSwnyVnvzea/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=276903499536&txnId=10073058456014&txnDate=2025-06-09T13:30:25Z
01-13191-25223,"Jun 08, 2025",356976366133,az_warehouse,Dell PowerEdge R620 2x Xeon E5-2630 2.30GHz 4GB RAM NO PSUs NO HDDs,55.99,USD,1,US $55.99,,,https://i.ebayimg.com/images/g/8YcAAeSwDSJoNMzP/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=356976366133&txnId=10072597646501&txnDate=2025-06-09T01:16:13Z
16-13168-71857,"Jun 08, 2025",304670235934,rhinotechnology,823123-001 HP 3PAR 8000 6TB 7.2K RPM 12Gb SAS 3.5in Drive P9M40A K2P96A K2P96B,264.0,USD,12,US $264.00,,,https://i.ebayimg.com/images/g/WhYAAOSwZFNjjauA/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=304670235934&txnId=10073032292316&txnDate=2025-06-08T12:53:08Z
01-13186-07648,"Jun 07, 2025",167567239208,rhinotechnology,WD HUS728T8TALE6L4  8TB 7200 RPM SATA 6Gb/s 3.5in Drive,720.0,USD,12,US $720.00,,,https://i.ebayimg.com/images/g/V20AAeSwqkRoQzme/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=167567239208&txnId=10072567038101&txnDate=2025-06-07T17:45:29Z
20-13158-53916,"Jun 06, 2025",127153410921,mikegadgetpulse,"LOT OF 11 ST4000NM0025 SEAGATE 4TB 7200RPM LFF 3.5"" SAS ENTERPRISE HARD DRIVES",157.01,USD,1,US $157.01,,,https://i.ebayimg.com/images/g/44gAAeSwO1poP0mh/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=127153410921&txnId=10072465620320&txnDate=2025-06-07T00:16:56Z
13-13166-59548,"Jun 06, 2025",335674944936,mhctech,Lenovo V50s-07IMB SFF IdeaCentre Heastsink / Fan 5H40U92976,19.99,USD,1,US $19.99,,,https://i.ebayimg.com/images/g/VsgAAOSwNU1nNpUB/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=335674944936&txnId=10074296710413&txnDate=2025-06-06T17:21:26Z
03-13177-12085,"Jun 05, 2025",405052869071,chargeyourlife_2023,Replacement AM06XL Battery for HP ZBook 17 G5 17 G6 Series HSTNN-IB8G L07350-1C1,34.48,USD,1,US $34.48,,,https://i.ebayimg.com/images/g/~EYAAOSwhh1mdjpn/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=405052869071&txnId=10073330146303&txnDate=2025-06-06T03:41:28Z
27-13146-19468,"Jun 05, 2025",126893398305,itstheeye,HP Zbook 17 G6 bottom service door case L30395-001,30.0,USD,1,US $30.00,,,https://i.ebayimg.com/images/g/hToAAOSw6YBnjtSD/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=126893398305&txnId=10076643252827&txnDate=2025-06-06T03:40:22Z
27-13146-19041,"Jun 05, 2025",396701353542,thanpu-39,EVGA GeForce RTX 2060 KO,129.88,USD,1,US $129.88,,,https://i.ebayimg.com/images/g/6BgAAeSwdk1oQlPx/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=396701353542&txnId=10076643230027&txnDate=2025-06-06T03:38:16Z
26-13147-29776,"Jun 05, 2025",235778842036,synergyindustrial,LOT OF 10 HGST 200GB 2.5 12G SAS EMC SSD HUSMH8020BSS204 HUSMH842CLAR200 *86/99%,139.99,USD,1,US $139.99,,,https://i.ebayimg.com/images/g/qFoAAOSwr65nBq75/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=235778842036&txnId=10072289897726&txnDate=2025-06-06T03:32:33Z
12-13165-28582,"Jun 05, 2025",235869314250,industrial-wholesale,1PC new GTX1060 1070 1080 1080ti Ggraphics Video Card Fan PLB06625B12HH 4Pin,12.28,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/u9EAAOSwHiBnW92o/s-l500.jpg,https://www.ebay.com/itm/235869314250
15-13161-17656,"Jun 05, 2025",335647742968,gfsi,Dell POWEREDGE R420 Motherboard System Board JD6X3 0JD6X3,37.9,USD,1,US $37.90,,,https://i.ebayimg.com/images/g/8fEAAOSwrWVhceUJ/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=335647742968&txnId=10072977942515&txnDate=2025-06-06T01:12:06Z
11-13162-41979,"Jun 04, 2025",357034245287,datasanitization,HP ProDesk 600 G4 Mini/ i7-8700T @ 2.40/ 8GB RAM/ 480GB SATA SSD/No OS *READ*,108.85,USD,1,US $108.85,,,https://i.ebayimg.com/images/g/s3QAAOSwkAZoQIJ4/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=357034245287&txnId=10073033855411&txnDate=2025-06-05T03:25:52Z
26-13142-92614,"Jun 04, 2025",306334114238,danielmc65,DELL INSPIRON 5680 i7-8700 1TB SSD 64GB + 2 Internal Storage Drives 1TB (each),251.5,USD,1,US $251.50,,,https://i.ebayimg.com/images/g/jwgAAOSwgFdoPy69/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=306334114238&txnId=10072265342826&txnDate=2025-06-05T02:58:50Z
25-13142-87002,"Jun 04, 2025",135924646528,3r_technology_solutions,"Lenovo ThinkPad L380 Yoga 2017 Intel i3-8130U 4 GB RAM 256 SSD 13.3""  No OS",48.99,USD,1,US $48.99,,,https://i.ebayimg.com/images/g/~o0AAOSwsVloQEvs/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=135924646528&txnId=10072257198525&txnDate=2025-06-04T18:58:46Z
24-13156-14316,"Jun 03, 2025",177134411532,susiescloset561,Lot Of 4 Sandisk Ultra Slider 256gb Type-C Flash Drive NEW,36.69,USD,1,US $36.69,,,https://i.ebayimg.com/images/g/3t0AAeSwFXxoN5Gt/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=177134411532&txnId=10072412558524&txnDate=2025-06-04T04:05:04Z
16-13145-46834,"Jun 02, 2025",187283285121,surplusspectra,Dell NVIDIA GeForce GTX 1080 8GB GDDR5X 1607MHz 3xDisplayPort 1xHDMI 1xDVI GPU,76.5,USD,1,US $76.50,,,https://i.ebayimg.com/images/g/Ru4AAOSwyOBoPd44/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187283285121&txnId=10072889325016&txnDate=2025-06-02T17:47:59Z
20-13132-90844,"May 31, 2025",146617336754,hitexstore,"ASUS Prime B450M-A II AMD AM4 Ryzen 5000, Micro ATX Motherboard",69.95,USD,1,US $69.95,,,https://i.ebayimg.com/images/g/lbQAAOSwxVNoOuB~/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146617336754&txnId=10072319596520&txnDate=2025-05-31T23:52:22Z
06-13150-21221,"May 31, 2025",174232717888,keystonememory,Intel Xeon E3-1270v3 SR151 3.5GHz Quad Core LGA 1150 Processor CPU *km,20.99,USD,1,US $20.99,,,https://i.ebayimg.com/images/g/WJEAAOSwgaZefgu3/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=174232717888&txnId=10073218435306&txnDate=2025-05-31T17:58:50Z
03-13151-57804,"May 30, 2025",276738378748,minnesotatek,FENVI 600Mbps Mini USB WiFi Bluetooth Adapter Dual Band 2.4G 5Ghz Wireless Card,60.0,USD,10,US $60.00,,,https://i.ebayimg.com/images/g/DqMAAOSw5Wtnp~IX/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=276738378748&txnId=10073184158503&txnDate=2025-05-31T02:24:55Z
10-13142-21828,"May 30, 2025",116625848511,wazno,XFX Radeon RX 5700 XT THICC II ULTRA 8GB GDDR6 Graphics Card (RX-57XT82 V1.1),139.99,USD,1,US $139.99,,,https://i.ebayimg.com/images/g/tBgAAOSwxApnR0cU/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=116625848511&txnId=10072848172610&txnDate=2025-05-31T00:26:51Z
02-13149-87654,"May 30, 2025",325691455280,webuyitelectronics,LOT OF 4 NEW XPCAM N5 1080P WEBCAMS with Privacy Shutter and Tripod,24.0,USD,1,US $24.00,,,https://i.ebayimg.com/images/g/G9IAAOSwbPtkgJaR/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=325691455280&txnId=10072567946202&txnDate=2025-05-30T09:17:56Z
10-13138-01214,"May 29, 2025",156525933496,transient-whale,"Lot of 30 3.5"" Drive Caddy For Dell R510 R630 R730 R720xd R730xd T630 T710",118.35,USD,1,US $118.35,,,https://i.ebayimg.com/images/g/xZkAAOSwQbJnOpnI/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=156525933496&txnId=10072822188910&txnDate=2025-05-29T23:43:49Z
08-13140-41525,"May 29, 2025",205408238597,3antar,"[LOT OF 8] Dell 3.5"" Hard Drive Caddy [0X968D 058CWC 0F238F] R4xx R5xx R6xx R7xx",35.99,USD,1,US $35.99,,,https://i.ebayimg.com/images/g/KXwAAOSwiLpn9v9d/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=205408238597&txnId=10072333371308&txnDate=2025-05-29T23:07:37Z
08-13140-35078,"May 29, 2025",116531836338,amyandy5,"Lot of 16 Dell 2.5"" SAS Hard Drive Caddy Tray",50.0,USD,1,US $50.00,,,https://i.ebayimg.com/images/g/HMAAAOSw4oxn4ENk/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=116531836338&txnId=10072333016008&txnDate=2025-05-29T22:45:04Z
16-13126-44256,"May 28, 2025",187264962243,surplusspectra,Dell Latitude 5490 Intel i5-8350U 1.7GHz 8GB 128GB WIN11 Pro Touch Laptop,71.99,USD,1,US $71.99,,,https://i.ebayimg.com/images/g/d3UAAOSwLUJoNz4M/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187264962243&txnId=10072768970216&txnDate=2025-05-29T01:07:19Z
24-13128-52776,"May 28, 2025",135829219701,3r_technology_solutions,AMD Ryzen 7 2700X 3.7GHz CPU,48.74,USD,1,US $48.74,,,https://i.ebayimg.com/images/g/pwUAAOSwx4toLNxu/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=135829219701&txnId=10072254566524&txnDate=2025-05-28T14:07:35Z
01-13138-68352,"May 27, 2025",365629609062,dukeofcuration,GIGABYTE GTX 1050 Ti OC 4GB GDDR5 Graphics Card (GV-N105TWF20C-4GD),50.0,USD,1,US $50.00,,,https://i.ebayimg.com/images/g/0DAAAOSwhJtoNFmG/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=365629609062&txnId=10072296961601&txnDate=2025-05-27T10:39:56Z
17-13108-51880,"May 24, 2025",205503699370,poweron.com,Dell Precision 5820 Xeon 3.8GHz | RTX 3080 | 32GB 1TB-SSD+1TB-SSD | Mint!,519.99,USD,1,US $519.99,,,https://i.ebayimg.com/images/g/qeMAAeSww0JoL42N/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=205503699370&txnId=10072662044217&txnDate=2025-05-25T00:03:44Z
08-13119-53207,"May 24, 2025",177026159598,jmac1960,726719-B21 774172-001 752369-081 16GB 2Rx4 PC4-2133P Genuine Smart Mem *Lot of 8,150.0,USD,2,US $150.00,,,https://i.ebayimg.com/images/g/Oq8AAOSwU-xn0Xlz/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=177026159598&txnId=10072213241308&txnDate=2025-05-24T21:11:31Z
11-13112-27241,"May 23, 2025",127128736285,rocycle2012,Dell BOSS Boot Optimized Server Storage M.2 SSD Adapter 0M7W47 High Profile,24.0,USD,2,US $24.00,,,https://i.ebayimg.com/images/g/tkIAAOSwJZJmfBgO/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=127128736285&txnId=10072719446311&txnDate=2025-05-23T20:43:45Z
19-13098-36056,"May 22, 2025",335969398538,fife_wa_electronics,Dell EMC PowerEdge R440 Xeon Bronze 3106 @1.70GHz 16GB RAM No HDD PERC H330 #73,179.99,USD,1,US $179.99,,,https://i.ebayimg.com/images/g/m5QAAOSwHJRoK2zE/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=335969398538&txnId=10072575723219&txnDate=2025-05-22T21:33:42Z
17-13093-66842,"May 20, 2025",335971587582,sl.technology,Dell Latitude 5510 15.6 i7-10810U 16GB Ram 512GB SSD Windows 11 Pro Webcam,249.99,USD,1,US $489.98,,,https://i.ebayimg.com/images/g/5acAAOSwwcxoLS7T/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=335971587582&txnId=10072570335317&txnDate=2025-05-21T03:12:40Z
17-13093-66842,"May 20, 2025",335823045418,sl.technology,Dell Precision 3530 Laptop 2.2Ghz i7-8750H 16GB RAM 512GB SSD P600 Windows 11,239.99,USD,1,US $489.98,,,https://i.ebayimg.com/images/g/VdEAAOSwY2Vnt5eR/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=335823045418&txnId=10072570335417&txnDate=2025-05-21T03:12:40Z
12-13100-19694,"May 20, 2025",226742987231,usedtechdotnet,"DELL LATITUDE 5590  INTEL CORE i5-8350u@1.70Ghz, 8GB, 256GB, Win 11 Pro",120.0,USD,1,US $120.00,,,https://i.ebayimg.com/images/g/OEIAAOSwwSdoHjCY/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=226742987231&txnId=10072616071312&txnDate=2025-05-21T02:54:03Z
25-13083-50061,"May 20, 2025",187239587186,harddrivesonly,Dell Latitude 5500 Core i5-8365U 1.60 GHz 32 GB 256 GB NVMe Windows 11 Pro,149.99,USD,1,US $149.99,,,https://i.ebayimg.com/images/g/JrEAAeSwOL5oLL~X/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187239587186&txnId=10071917346625&txnDate=2025-05-21T02:42:39Z
18-13092-36989,"May 20, 2025",236113024194,sl.technology,Dell Latitude 5510 15.6 i5-10310U 16GB Ram 512GB SSD Windows 11 Pro Webcam,359.98,USD,2,US $359.98,,,https://i.ebayimg.com/images/g/5acAAOSwwcxoLS7T/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=236113024194&txnId=10075575317918&txnDate=2025-05-21T02:32:18Z
11-13100-97930,"May 20, 2025",177062287312,leaf_tech,"Dell Optiplex 3060 MT (Intel Core i5-8500 @3.0GHz, 8GB 512GB SSD) Win11Pro",118.99,USD,1,US $118.99,,,https://i.ebayimg.com/images/g/gwgAAeSwsfpoFSfZ/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=177062287312&txnId=10072650014111&txnDate=2025-05-21T00:57:52Z
25-13082-80063,"May 20, 2025",388445864087,mystoreb55,Dell Vostro 5620 Intel Core i5-1240P 8GB RAM NO SSD/OS (READ)#2545,220.0,USD,1,US $100.00,,,https://i.ebayimg.com/images/g/axIAAOSwqlloLPTQ/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=388445864087&txnId=10071913243825&txnDate=2025-05-20T22:15:46Z
15-13095-37482,"May 20, 2025",146587026285,3r_technology_solutions,Dell Precision 7730 i5-8300H 24GB RAM No SSDs,146.24,USD,1,US $8.47,,,https://i.ebayimg.com/images/g/Y~cAAOSwhgFoJ45J/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Dell+Precision+7730+i5-8300H+24GB+RAM+No+SSDs&_id=146587026285&
13-13098-23757,"May 20, 2025",187239394725,surplusspectra,Dell Latitude 3500 Intel i3-8145U 2.10GHz 8GB RAM 128GB SSD WIN11 Pro Laptops,144.0,USD,3,US $144.00,,,https://i.ebayimg.com/images/g/OjoAAOSwQDBoLKm8/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187239394725&txnId=10073871062413&txnDate=2025-05-20T21:56:29Z
22-13086-46398,"May 20, 2025",267255780004,mystoreb55,Dell Latitude 5520 Intel Core 5520 i7-1185G7 16GB RAM NO SSD/OS (READ)#2358,175.0,USD,1,US $175.00,,,https://i.ebayimg.com/images/g/nQcAAOSw525oK0PK/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=267255780004&txnId=10072333282522&txnDate=2025-05-20T21:38:18Z
03-13109-83743,"May 20, 2025",396471159881,pcworlddepot,OMEN X by HP Compact Desktop VR Backpack for HP Z VR Backpack G1,44.0,USD,1,US $44.00,,,https://i.ebayimg.com/images/g/UosAAOSwnDxn~deB/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=396471159881&txnId=10072945154003&txnDate=2025-05-20T17:56:22Z
23-13081-89201,"May 19, 2025",387507192069,theserverstore-tss,"Dell R640 8x 2.5"" SFF Server iDRAC - Wholesale Custom Build Your Server!",310.99,USD,1,US $310.99,,,https://i.ebayimg.com/images/g/cBUAAOSwhdlnEqUZ/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=387507192069&txnId=10072268541723&txnDate=2025-05-20T03:34:42Z
10-13089-36076,"May 17, 2025",263782911502,vrassets,"Dell Poweredge R420 R430 Hard Drive Caddy Static Tray 3.5"" VCHJ6 0VCHJ6 New",5.11,USD,1,US $5.11,,,https://i.ebayimg.com/images/g/h0UAAOSwncVnkLm9/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=263782911502&txnId=10072517788910&txnDate=2025-05-17T23:19:50Z
08-13090-30586,"May 17, 2025",326584494187,sparksman11,Lot of 8 Intel SSDSC2BB016T7K SSD DC S3520 Series 1.6TB SATA 2.5 Solid States,425.0,USD,1,US $375.00,,,https://i.ebayimg.com/images/g/Va8AAOSwVUVoATRs/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=326584494187&txnId=10072045291908&txnDate=2025-05-17T14:49:00Z
10-13087-71320,"May 17, 2025",146570037171,3r_technology_solutions,"Dell Inspiron 5770 17"" i5-8250U 8GB RAM 1TB SSD No OS",134.05,USD,1,US $134.05,,,https://i.ebayimg.com/images/g/whwAAOSwK2RoHPLf/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146570037171&txnId=10072507405610&txnDate=2025-05-17T14:18:27Z
02-13095-99795,"May 16, 2025",296387860386,emergentsx,Dell 0F8NV PowerEdge R640 R740 Standard Heatsink Assembly Low Profile,29.9,USD,2,US $29.90,,,https://i.ebayimg.com/images/g/8yYAAOSwXWpm1hgG/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=296387860386&txnId=10072258534402&txnDate=2025-05-16T20:27:05Z
02-13094-95737,"May 16, 2025",267250474654,minostechnology,"Dell PowerEdge R430 2x E5-2620v4 @2.1Ghz, 32GB RAM, No HDD, No OS",104.2,USD,1,US $104.20,,,https://i.ebayimg.com/images/g/O5AAAOSwSCxoJLqJ/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=267250474654&txnId=10072252664702&txnDate=2025-05-16T15:42:21Z
26-13063-85084,"May 16, 2025",187227559151,surplusspectra,Dell Latitude 5591 Intel i5-8400H 2.50GHz 8GB RAM 256GB SSD WIN11 Pro Laptops,96.0,USD,1,US $96.00,,,https://i.ebayimg.com/images/g/F7AAAOSwdzxoJ0o8/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187227559151&txnId=10071811900726&txnDate=2025-05-16T15:03:56Z
13-13080-45714,"May 16, 2025",187219297946,surplusspectra,Lot of 10 Mixed Brand 360GB 2-Slot 2280 SATA M.2 Solid State Drive SSD,112.0,USD,1,US $112.00,,,https://i.ebayimg.com/images/g/I2UAAOSwFv1oI4k1/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187219297946&txnId=10073759158913&txnDate=2025-05-16T13:29:20Z
22-13067-38958,"May 15, 2025",236092288652,aash1026,"Dell PowerEdge R430 Server, 2xXeon CPU,  64GB RAM, NO HDD/BAYS , NO OS",122.15,USD,1,US $122.15,,,https://i.ebayimg.com/images/g/5FkAAeSwvE1n5gCe/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=236092288652&txnId=0&txnDate=2025-05-16T01:52:46Z
04-13090-13657,"May 15, 2025",405052869071,chargeyourlife_2023,Replacement AM06XL Battery for HP ZBook 17 G5 17 G6 Series HSTNN-IB8G L07350-1C1,34.78,USD,1,US $34.78,,,https://i.ebayimg.com/images/g/~EYAAOSwhh1mdjpn/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=405052869071&txnId=10072529771604&txnDate=2025-05-16T01:38:20Z
07-13086-46324,"May 15, 2025",116453582434,itstheeye,HP ZBOOK 17 G5 Complete Black bottom Cover Assembly Good Cosmetically,39.95,USD,1,US $39.95,,,https://i.ebayimg.com/images/g/x4QAAOSwut1nj--N/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=116453582434&txnId=10077058442707&txnDate=2025-05-16T01:37:26Z
02-13092-43440,"May 15, 2025",126908792824,goldstar_tech,Genuine HP 200W TPN-DA10 AC Power Adapter & Blue Tip - VG,19.94,USD,1,US $19.94,,,https://i.ebayimg.com/images/g/CzsAAOSwrm1nml8o/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=126908792824&txnId=10072238258802&txnDate=2025-05-15T22:27:09Z
14-13076-83075,"May 15, 2025",187225465289,surplusspectra,Lot of 10 Mix Brand 2TB 3.5'' SATA HDD Hard Drives,100.0,USD,1,US $100.00,,,https://i.ebayimg.com/images/g/3LsAAOSwjehoJlAz/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187225465289&txnId=10072438436314&txnDate=2025-05-15T22:03:03Z
14-13072-05564,"May 14, 2025",387260583301,thenicefella-02, Wireless Optical Mouse Mice 2.4GHz USB Receiver For Laptop PC Computer DPI lot,32.16,USD,1,US $64.32,,,https://i.ebayimg.com/images/g/mAgAAOSwOelisime/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=387260583301&txnId=10072409161114&txnDate=2025-05-14T18:27:12Z
14-13072-05564,"May 14, 2025",387260583301,thenicefella-02, Wireless Optical Mouse Mice 2.4GHz USB Receiver For Laptop PC Computer DPI lot,32.16,USD,1,US $64.32,,,https://i.ebayimg.com/images/g/wTUAAOSwM1Jisimp/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=387260583301&txnId=10072409161214&txnDate=2025-05-14T18:27:12Z
25-13057-57129,"May 14, 2025",135776877620,3r_technology_solutions,Lenovo ThinkPad E14 Gen 4 i5-1235U 24GB RAM No SSD,170.62,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/o0EAAOSwZtZoHiq2/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Lenovo+ThinkPad+E14+Gen+4+i5-1235U+24GB+RAM+No+SSD&_id=135776877620&
20-13060-61591,"May 13, 2025",177026159598,jmac1960,726719-B21 774172-001 752369-081 16GB 2Rx4 PC4-2133P Genuine Smart Mem *Lot of 8,150.0,USD,2,US $150.00,,,https://i.ebayimg.com/images/g/Oq8AAOSwU-xn0Xlz/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=177026159598&txnId=10071905810020&txnDate=2025-05-13T20:01:50Z
22-13057-23063,"May 13, 2025",146579861940,3r_technology_solutions,Lenovo ThinkPad E480 i5-8250U 4GB RAM No SSD,74.99,USD,1,US $74.99,,,https://i.ebayimg.com/images/g/Ie8AAOSw0htoI1Lb/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146579861940&txnId=10072166340922&txnDate=2025-05-13T16:40:51Z
08-13073-98606,"May 13, 2025",146567779260,3r_technology_solutions,Dell Latitude 5490 i5-8350U 16GB RAM No SSD,85.0,USD,1,US $85.00,,,https://i.ebayimg.com/images/g/RNIAAOSwp6JoG5Sj/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=146567779260&txnId=10071952691408&txnDate=2025-05-13T12:45:28Z
